,Id,OverallQual,YearBuilt,YearRemodAdd,BsmtFinType1_Unf,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,YearsSinceRemodel,Total_Home_Quality,LotFrontage,LotArea,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,Saleprice
10,11,5,1965,1965,0,1,1,1,1,1,43,8.991516944753029,19.011798097804107,14.466372620287244,3.991516944753028,54.59815003314424,172.10367561731906,0.0,27.99434166416432,501.1886728325733,6.088024456082121,665.1416330443618,0.0,7.735276307641814,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.8346585068439765,0.0,1965.0,1.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129500.99999999977
11,12,9,2005,2006,0,0,0,1,1,1,0,12.991516944753029,21.472480451027483,14.609328682484,3.991516944753028,23.157325291973294,184.35279905487064,0.0,33.1694199797303,557.8221568157827,6.18536476772489,1384.158465095171,0.0,8.73976566048798,0.9934397541368476,0.0,3,0.0,4,0.7509568431355167,2.567924759621038,1.6882544742767884,2005.0,3.0,736.0,35.487622121990945,6.734961787391757,0.0,0.0,0.0,0.0,0.0,345000.9999999995
12,13,5,1962,1962,0,0,1,1,1,0,46,9.679500696266022,19.35155866391621,14.802121553064255,4.679500696266022,54.59815003314424,148.5947691485998,0.0,32.94125944872279,446.6441452761383,5.98764505696202,665.1416330443618,0.0,7.573579149591658,0.9934397541368476,0.0,1,0.0,2,0.7509568431355167,1.6439949942073706,0.0,1962.0,1.0,352.0,34.37173323210325,0.0,0.0,0.0,23.365186292370847,0.0,0.0,144000.9999999999
13,14,7,2006,2007,1,0,0,1,1,1,0,10.991516944753029,22.406113887151143,14.352451967406337,3.991516944753028,23.88823440751795,665.1416330443618,0.0,118.3186288387006,688.6232073978066,6.362298924592371,665.1416330443618,0.0,8.18470438961549,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.9033340735031736,2006.0,3.0,840.0,37.509613986293786,8.680964271774387,0.0,0.0,0.0,0.0,0.0,279500.9999999992
14,15,6,1960,1960,0,1,0,0,1,1,48,9.991516944753029,19.51999080380893,14.408816131545496,3.991516944753028,20.158543481827103,148.020255420667,0.0,63.369556389529386,590.1718458022156,6.229572737336896,665.1416330443618,0.0,7.965810915417739,0.9934397541368476,0.0,1,1.0688365966619182,2,0.7509568431355167,1.8346585068439765,0.9033340735031736,1960.0,1.0,352.0,0.0,22.810907125309253,13.50698154808656,0.0,0.0,0.0,0.0,157000.99999999985
15,16,7,1929,2001,1,0,0,1,1,1,6,13.000033100418737,15.558090629250769,13.126988104932302,6.000033100418736,54.59815003314424,665.1416330443618,0.0,83.75643014756201,412.0767847847582,5.93723687052637,665.1416330443618,0.0,7.492930320663689,0.0,0.0,1,0.0,2,0.7509568431355167,1.8346585068439765,0.0,1991.0,2.0,576.0,16.87536171222868,16.536074602216377,0.0,0.0,0.0,0.0,0.0,132000.99999999985
16,17,6,1970,1970,0,1,1,1,1,1,40,11.348040647375278,19.51999080380893,14.474690175670148,5.348040647375277,18.67269129115816,124.97663213273324,0.0,56.26818119481107,485.9366480577164,6.061148313046994,665.1416330443618,0.0,7.69183837829287,0.9934397541368476,0.0,1,0.0,2,0.7509568431355167,1.8346585068439765,0.9033340735031736,1970.0,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,6.937473545957068,149000.99999999988
17,18,4,1967,1967,0,1,1,1,1,1,39,7.991516944753027,19.35155866391621,14.381844957728148,3.991516944753028,54.59815003314424,665.1416330443618,0.0,0.0,403.4287934927351,6.255099551482407,665.1416330443618,0.0,8.007703386457834,0.0,0.0,2,0.0,2,1.2485432660769678,1.9965771941053203,0.0,1967.0,2.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,6.562432886867581,90000.99999999997
18,19,5,2004,2004,0,1,0,1,1,1,4,8.991516944753029,18.32013942519079,14.928183082177274,3.991516944753028,54.59815003314424,135.28475968487658,0.0,59.5146319442102,532.337894164718,6.140360560609705,665.1416330443618,0.0,7.820168151554766,0.9934397541368476,0.0,1,1.0688365966619182,3,0.7509568431355167,1.9965771941053203,0.0,2004.0,2.0,576.0,0.0,15.76693444755476,0.0,0.0,0.0,0.0,0.0,159001.00000000015
19,20,5,1958,1965,0,1,1,1,1,1,44,9.679500696266022,19.011798097804107,13.587191693447672,4.679500696266022,54.59815003314424,113.3444284717655,0.0,63.73152288968495,496.5353707472259,6.279761869353053,665.1416330443618,0.0,8.048270214775686,0.0,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.0,1958.0,1.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139001.00000000015
20,21,8,2005,2006,1,0,0,1,1,1,0,11.991516944753029,23.90785486828664,15.014660569699636,3.991516944753028,26.375252967677653,665.1416330443618,0.0,101.82506194119036,550.7368157836386,6.169795080198316,1479.2776159848029,0.0,8.767764551361385,0.0,0.0,3,1.0688365966619182,4,0.7509568431355167,2.373752707640205,0.9033340735031736,2005.0,3.0,853.0,48.83726426144829,19.41557171056058,0.0,0.0,0.0,0.0,0.0,325300.9999999991
21,22,7,1930,1950,1,1,1,0,1,1,57,12.348040647375278,16.698068657163894,13.554697593254454,5.348040647375277,54.59815003314424,665.1416330443618,0.0,71.49436647573197,325.97914578665217,6.136253504959477,665.1416330443618,0.0,7.813491679020253,0.0,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1930.0,1.0,280.0,0.0,0.0,14.347075787378763,0.0,0.0,0.0,0.0,139401.0000000002
22,23,8,2002,2002,1,0,0,1,1,1,6,11.991516944753029,19.854050242686768,14.15090505841462,3.991516944753028,22.970004027189184,665.1416330443618,0.0,131.03040218242404,801.7588804396664,6.499835145772583,665.1416330443618,0.0,8.414370517913826,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.9033340735031736,2002.0,2.0,534.0,39.17382731960314,19.728237999164783,0.0,0.0,0.0,0.0,0.0,230000.99999999997
23,24,5,1976,1976,0,0,0,1,1,1,31,10.348040647375278,14.156637070404576,12.33995892368209,5.348040647375277,54.59815003314424,163.09037613543865,0.0,35.72016288147824,501.1886728325733,6.102541476537484,665.1416330443618,0.0,7.758783207094786,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1976.0,2.0,572.0,27.547833383104766,16.38532543948839,0.0,0.0,0.0,0.0,0.0,129901.00000000004
24,25,5,1968,2001,0,0,0,1,1,1,9,11.000033100418737,19.35155866391621,13.778860363863448,6.000033100418736,54.59815003314424,55.92085813965613,11.761187493218902,36.150996627758616,509.6336715963096,6.102541476537484,665.1416330443618,0.0,7.758783207094786,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1968.0,1.0,270.0,68.58817385723269,14.787779962331935,0.0,0.0,0.0,0.0,0.0,154000.99999999977
25,26,8,2007,2007,1,1,0,1,1,1,2,11.991516944753029,25.207967391209664,15.017112053633236,3.991516944753028,33.376459822535104,665.1416330443618,0.0,121.64209050666751,717.6408377414748,6.413775306608356,665.1416330443618,0.0,8.270321245403478,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.9033340735031736,2007.0,3.0,890.0,0.0,11.547208402056272,0.0,0.0,0.0,0.0,0.0,256300.9999999998
26,27,5,1951,2000,0,0,0,1,1,1,10,10.348040647375278,17.249650674491868,13.480169016221192,5.348040647375277,54.59815003314424,65.45372416585161,10.844382199447596,33.50965482717321,441.4837785976032,5.977494101714608,665.1416330443618,0.0,7.557308973811033,0.0,0.7108953782705213,1,0.0,3,0.7509568431355167,1.8346585068439765,0.0,2005.0,2.0,576.0,46.42787529386687,8.534937785694181,0.0,0.0,0.0,0.0,0.0,134801.0
27,28,8,2007,2008,0,1,0,1,1,1,2,11.991516944753029,23.464009271297147,14.52223449052182,3.991516944753028,19.6176347506179,212.3808731554585,0.0,60.868407324563385,772.8042413996484,6.460948646111836,665.1416330443618,0.0,8.349139186616599,0.9934397541368476,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.9033340735031736,2008.0,3.0,772.0,0.0,10.872445726304546,0.0,0.0,0.0,0.0,0.0,306000.99999999965
28,29,5,1957,1997,0,0,0,1,1,1,9,9.679500696266022,14.767586668074676,15.337740944506717,4.679500696266022,54.59815003314424,219.63591022735463,0.0,36.47181221781772,684.5794522843669,6.413775306608356,665.1416330443618,0.0,8.270321245403478,0.9934397541368476,0.0,1,0.0,2,0.7509568431355167,1.9965771941053203,1.6882544742767884,1957.0,1.0,319.0,54.95788343588972,25.065833858746142,0.0,0.0,0.0,0.0,0.0,207500.99999999997
29,30,4,1927,1950,1,0,1,0,1,1,58,8.679500696266022,17.249650674491868,13.197838107775103,4.679500696266022,54.59815003314424,665.1416330443618,0.0,63.369556389529386,272.7809930122618,5.5526193164537005,665.1416330443618,0.0,6.889419909935487,0.0,0.0,1,0.0,1,0.7509568431355167,1.6439949942073706,0.0,1920.0,1.0,240.0,17.112115194276807,0.0,10.131462665114617,0.0,0.0,0.0,0.0,68500.99999999994
30,31,4,1920,1950,1,1,0,0,1,1,58,7.280100172056914,15.362899946819857,13.846154746829662,3.2801001720569136,54.59815003314424,665.1416330443618,0.0,72.29080025020458,331.36321053954674,5.725304581934391,796.0900328237653,0.0,8.02767540667469,0.0,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.0,1920.0,1.0,250.0,0.0,11.326811290068802,13.383979745545478,0.0,0.0,0.0,0.0,40001.00000000005
31,32,5,1966,2006,1,1,0,1,1,1,2,9.679500696266022,19.35155866391621,13.857625335901393,4.679500696266022,54.59815003314424,665.1416330443618,0.0,105.41140612179272,579.8312638840014,6.214310070782094,665.1416330443618,0.0,7.940809782465944,0.0,0.0,1,1.0688365966619182,3,0.7509568431355167,1.9965771941053203,0.0,1966.0,1.0,271.0,0.0,12.4900428791954,0.0,0.0,0.0,0.0,0.0,149350.9999999996
32,33,8,2007,2007,1,1,0,1,1,1,1,11.991516944753029,21.472480451027483,14.435498371043266,3.991516944753028,54.59815003314424,665.1416330443618,0.0,105.7147686501763,582.3153614642536,6.218002335550503,665.1416330443618,0.0,7.94685472879931,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.0,2007.0,2.0,484.0,0.0,8.2354297818975,0.0,0.0,0.0,0.0,0.0,179901.00000000026
33,34,5,1959,1959,0,1,0,1,1,1,51,8.991516944753029,19.011798097804107,14.33108886034507,3.991516944753028,54.59815003314424,186.97095722172395,0.0,52.55460876602052,649.6610477405251,6.459190210944569,665.1416330443618,0.0,8.346194993632139,0.0,0.7108953782705213,1,1.0688365966619182,4,0.7509568431355167,1.9965771941053203,0.9033340735031736,1959.0,2.0,447.0,0.0,9.378020826165942,0.0,0.0,0.0,0.0,0.0,165500.9999999998
34,35,9,2005,2005,0,0,0,1,1,1,2,12.991516944753029,17.249650674491868,13.51427778745481,3.991516944753028,21.60110482613818,204.26735902989657,0.0,54.83605330083038,715.631147953417,6.395259176056023,665.1416330443618,0.0,8.239477932306029,0.9934397541368476,0.0,2,0.0,2,0.7509568431355167,1.9965771941053203,0.9033340735031736,2005.0,2.0,556.0,43.805280803848326,10.518699061322438,0.0,0.0,0.0,0.0,0.0,277500.9999999994
35,36,8,2004,2005,1,0,0,1,1,1,1,11.991516944753029,24.92294744390844,14.880887520986317,3.991516944753028,16.123011850269645,665.1416330443618,0.0,99.68224942366258,533.5951867646837,6.152545339802168,1607.231713324424,0.0,8.807635640840518,0.0,0.0,3,1.0688365966619182,4,0.7509568431355167,2.373752707640205,0.9033340735031736,2004.0,3.0,691.0,29.8599537692294,8.534937785694181,0.0,0.0,0.0,0.0,0.0,309000.9999999998
36,37,5,1994,1995,1,0,0,1,1,1,14,8.991516944753029,25.490866464713022,14.39609873199361,3.991516944753028,54.59815003314424,665.1416330443618,0.0,98.62502812665862,525.2052790558781,6.128663591519077,665.1416330443618,0.0,7.801160000786012,0.0,0.0,1,1.0688365966619182,3,0.7509568431355167,1.9965771941053203,0.0,1995.0,2.0,672.0,67.0557887674391,12.388914494790354,0.0,0.0,0.0,0.0,0.0,145001.00000000003
37,38,5,1954,1990,0,1,1,1,1,1,19,9.679500696266022,19.68748209791016,13.854502344140595,4.679500696266022,33.6090602202074,211.7613504334085,0.0,20.99452091996676,608.3096415593815,6.255682685996874,665.1416330443618,0.0,8.008661521858514,0.0,0.7108953782705213,1,0.0,3,0.7509568431355167,1.8346585068439765,0.9033340735031736,1954.0,2.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.99999999953
38,39,5,1953,2007,0,1,0,1,1,1,3,10.348040647375278,18.668046572256824,13.690222517756728,5.348040647375277,54.59815003314424,147.73265354875468,0.0,47.94564449364663,508.36818817203664,6.100382137578345,665.1416330443618,0.0,7.755284703253077,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.8346585068439765,0.0,1953.0,1.0,246.0,0.0,11.101977718701349,0.0,0.0,0.0,0.0,0.0,109000.99999999994
39,40,4,1955,1955,0,1,1,1,1,1,53,7.991516944753027,18.144572803466183,13.098614681350332,3.991516944753028,54.59815003314424,665.1416330443618,0.0,0.0,403.4287934927351,6.165850309680361,665.1416330443618,0.0,7.861660433222809,0.0,0.0,2,0.0,2,1.2485432660769678,1.9965771941053203,0.0,0.0,0.0,403.4287934927351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82000.99999999981
40,41,6,1965,1965,0,1,0,1,1,1,41,9.991516944753029,21.314282603658384,13.88709594463504,3.991516944753028,14.176049696703044,134.83693073296206,0.0,57.75266460880841,521.4236582473117,6.271253325879851,665.1416330443618,0.0,8.034264228844044,0.0,0.0,2,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1965.0,2.0,440.0,0.0,18.37609530618912,0.0,0.0,0.0,0.0,0.0,160000.99999999985
41,42,5,1959,1959,0,1,0,1,1,1,48,9.679500696266022,25.91135356429888,15.42058728052396,4.679500696266022,54.59815003314424,180.2639633969773,0.0,52.802337730628246,630.0567292708815,6.273532017891869,665.1416330443618,0.0,8.038014132417317,0.0,0.7108953782705213,1,1.0688365966619182,2,0.7509568431355167,1.8346585068439765,1.6882544742767884,1959.0,1.0,308.0,0.0,15.923930918249258,0.0,0.0,0.0,0.0,0.0,170001.0
42,43,5,1983,1983,0,0,1,1,1,1,24,10.348040647375278,18.49462319544627,14.01767771748974,5.348040647375277,54.59815003314424,150.02706579691534,6.800555915345595,0.0,415.5514389291244,5.963738806121416,665.1416330443618,0.0,7.535285455284106,0.9934397541368476,0.0,1,0.0,2,0.7509568431355167,1.8346585068439765,0.0,1983.0,2.0,504.0,48.83726426144829,0.0,0.0,0.0,0.0,0.0,0.0,144000.9999999999
43,44,5,1975,1980,0,0,1,1,1,1,28,9.679500696266022,19.011798097804107,14.022544957892965,4.679500696266022,54.59815003314424,74.44967558165641,10.87312501843174,32.017536464749845,457.796292356534,6.009171313583456,665.1416330443618,0.0,7.608131313906226,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.8346585068439765,0.0,1977.0,1.0,308.0,35.17082405830875,0.0,0.0,0.0,0.0,0.0,0.0,130251.00000000006
44,45,5,1959,1959,0,1,1,1,1,1,47,9.679500696266022,19.011798097804107,13.696622698378528,4.679500696266022,54.59815003314424,53.97936074574465,10.957917427244912,59.28689885420268,547.3980902679905,6.164530645293143,665.1416330443618,0.0,7.859509914271091,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.0,1959.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141000.9999999996
45,46,9,2005,2005,0,0,0,1,1,1,5,12.991516944753029,17.430998858602564,13.615520653430028,3.991516944753028,27.363262565647787,105.53076159252952,0.0,108.81411023108818,791.8598016545639,6.481721710547639,665.1416330443618,0.0,8.38395635463871,0.9934397541368476,0.0,2,0.0,2,0.7509568431355167,1.9965771941053203,0.9033340735031736,2005.0,2.0,576.0,42.816526809235256,14.095080974429363,0.0,0.0,0.0,0.0,0.0,319900.99999999977
46,47,7,2003,2003,0,0,0,1,1,0,6,10.991516944753029,14.96769434534998,14.776030442339376,3.991516944753028,54.59815003314424,228.5978214680828,0.0,20.83896532520013,664.309519248434,6.3742788626211775,750.6497920166864,0.0,8.640863178406567,0.9934397541368476,0.0,1,1.0688365966619182,1,0.7509568431355167,1.9965771941053203,0.9033340735031736,2003.0,2.0,670.0,38.72395053014132,10.02763267172597,0.0,0.0,24.85336107495865,0.0,0.0,239686.99999999985
47,48,8,2006,2006,0,1,0,1,1,1,1,11.991516944753029,21.314282603658384,14.445149257893313,3.991516944753028,54.59815003314424,12.329404773442066,0.0,124.6327527556999,753.6820783909741,6.439558916476699,665.1416330443618,0.0,8.313358310828006,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.0,2006.0,3.0,826.0,0.0,18.903586601156046,0.0,0.0,0.0,0.0,0.0,249700.9999999996
48,49,4,1920,2008,1,1,1,0,1,1,1,7.991516944753027,11.755421905628433,12.45186836173298,3.991516944753028,54.59815003314424,665.1416330443618,0.0,77.8905121610236,370.0445797480511,5.822699978841864,855.1578832430589,0.0,8.149141576648939,0.0,0.0,2,0.0,2,1.630565020063126,2.261967859312266,0.0,0.0,0.0,403.4287934927351,0.0,0.0,10.826109023859557,0.0,0.0,0.0,0.0,113000.99999999984
49,50,5,1966,1966,0,1,1,1,1,1,41,10.348040647375278,18.32013942519079,13.639540779752826,5.348040647375277,54.59815003314424,152.3070947754509,0.0,34.84755738656636,465.0673509049713,6.022913952388667,665.1416330443618,0.0,7.630225050719527,0.9934397541368476,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.0,1966.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127000.99999999984
50,51,6,1997,1997,0,1,0,1,1,1,10,10.679500696266022,17.96790004798627,14.957448150355733,4.679500696266022,54.59815003314424,54.62963117549009,0.0,69.81466985911852,395.5148909926968,5.881205971947441,805.9255921944897,0.0,8.164503259838241,0.0,0.7108953782705213,2,0.0,3,0.7509568431355167,1.9965771941053203,0.0,1997.0,2.0,388.0,0.0,13.458294968780852,0.0,0.0,0.0,0.0,0.0,177000.99999999965
51,52,6,1934,1950,1,0,1,1,1,1,56,10.679500696266022,15.751731484753916,13.16892058607208,4.679500696266022,54.59815003314424,665.1416330443618,0.0,82.79929095271196,405.1150183320992,5.902245564715588,665.1416330443618,4.739338651344694,7.887188247225628,0.0,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1985.0,2.0,528.0,29.68568300090932,0.0,0.0,0.0,0.0,0.0,6.315041668135382,114501.00000000004
52,53,5,1963,1963,0,0,1,1,1,1,47,8.991516944753029,25.207967391209664,13.838827063262029,3.991516944753028,54.59815003314424,36.445777215129525,11.951035789885015,0.0,405.1150183320992,5.902245564715588,665.1416330443618,0.0,7.437162205080891,0.9934397541368476,0.0,1,0.0,2,0.7509568431355167,1.8346585068439765,0.0,1963.0,2.0,516.0,28.62783059152175,0.0,0.0,0.0,0.0,0.0,0.0,110000.99999999964
53,54,9,1981,1987,0,0,0,1,1,1,19,12.991516944753029,18.668046572256824,18.12046284018363,3.991516944753028,54.59815003314424,281.31893321574694,0.0,11.39286721555377,827.4164991578197,6.519125227824988,665.1416330443618,0.0,8.44681659937546,1.978050782998976,0.0,0,1.0688365966619182,0,0.7509568431355167,1.8346585068439765,0.9033340735031736,1981.0,3.0,894.0,110.73893812694288,13.175560044961095,0.0,0.0,0.0,0.0,0.0,385001.0
54,55,5,1955,1955,0,1,0,1,1,1,52,8.991516944753029,17.249650674491868,13.460020630168133,3.991516944753028,54.59815003314424,93.33836640687602,0.0,0.0,209.00914027404343,6.291509047865074,665.1416330443618,0.0,8.067625308768374,0.0,0.0,1,0.0,3,0.7509568431355167,1.9965771941053203,0.9033340735031736,1962.0,2.0,572.0,0.0,10.872445726304546,0.0,0.0,0.0,0.0,0.0,130001.00000000023
55,56,6,1964,1964,0,1,1,1,0,1,44,9.991516944753029,23.76051513056081,14.248854458358982,3.991516944753028,22.62789822112226,111.0889209007155,0.0,89.74261858934764,660.6517146964126,6.32671043432994,665.1416330443618,0.0,8.125749534015181,0.0,0.0,2,0.0,3,0.7509568431355167,2.1373692666038178,0.9033340735031736,1964.0,2.0,576.0,0.0,0.0,0.0,7.477205093048989,0.0,0.0,0.0,180501.0000000002
56,57,8,1999,2000,0,0,1,1,1,1,9,11.991516944753029,9.537243124005071,11.38248747087457,3.991516944753028,28.6516661663056,135.73197863712747,0.0,47.503280956701815,471.46968870073925,6.0450046668016055,904.477421670309,0.0,8.374618866789502,0.9934397541368476,0.0,2,1.0688365966619182,3,0.7509568431355167,2.1373692666038178,0.0,1999.0,2.0,480.0,30.2068113806109,0.0,0.0,0.0,0.0,0.0,0.0,172500.99999999974
57,58,7,2004,2004,1,1,0,1,1,1,2,10.991516944753029,22.097786911164395,14.555201569610478,3.991516944753028,54.59815003314424,665.1416330443618,0.0,85.41306731672447,424.22025991234057,5.942613752897003,1033.0856973612094,0.0,8.360849367071392,0.0,0.0,2,1.0688365966619182,3,0.7509568431355167,2.1373692666038178,0.0,2004.0,2.0,565.0,0.0,12.983517614145542,0.0,0.0,0.0,0.0,0.0,196500.99999999985
58,59,10,2006,2006,1,0,1,0,1,1,0,13.991516944753029,18.32013942519079,14.925983024601909,3.991516944753028,41.2698270636886,665.1416330443618,0.0,114.35517365326398,654.5490039650359,6.327238882891903,1857.7518412417885,0.0,9.04040001588337,0.0,0.0,3,1.0688365966619182,3,0.7509568431355167,2.475141660641213,0.9033340735031736,2006.0,3.0,641.0,42.245701565829066,0.0,6.97148809575885,0.0,0.0,0.0,0.0,438780.9999999987
